Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
0309-Nui trứng Egg Pasta hình chữ 90g,Sản phẩm thường,Em bé,4949111560309,4949111560309,Có,30000,43000,42000,65000,43000,45000,gói(12),30000,0,30000,0,30000,0,30000,0,30000,0
6032-Nui trứng Egg Pasta hình thỏ 90g,Sản phẩm thường,Em bé,4949111560323,4949111560323,Có,45000,49000,47000,65000,49000,50000,gói (12),45000,9,45000,10,45000,12,45000,0,45000,0
Nui trứng Egg Pasta hình khủng long,Sản phẩm thường,Em bé,4949111560330,4949111560330,Có,45000,49000,47000,65000,49000,50000,Gói (12),45000,8,45000,9,45000,12,45000,0,45000,0
Nui trứng Egg Pasta hình gấu 90g,Sản phẩm thường,Em bé,4949111560347,4949111560347,Có,45000,49000,47000,65000,49000,50000,Gói (12),45000,10,45000,8,45000,12,45000,0,45000,0
Nui trứng Egg Pasta hình cá heo,Sản phẩm thường,Em bé,4949111560354,4949111560354,Có,45000,49000,47000,65000,49000,50000,Gói (12),45000,10,45000,9,45000,11,45000,0,45000,0
Kem dưỡng da em bé Toplan,Sản phẩm thường,Em bé,4949176021388,4949176021388,Có,60000,85000,85000,100000,85000,87000,hộp,60000,0,60000,0,60000,0,60000,0,60000,0
5422-Nước tương tách muối cho bé Kikoman 100ml,Sản phẩm thường,Em bé,49645422,49645422,Có,30000,37000,35000,50000,37000,40000,Chai(72),30000,0,30000,0,30000,0,30000,0,30000,0
0088-Cặp chống gù lưng Wanpa Đỏ,Sản phẩm thường,Em bé,4965709310088,4965709310088,Có,3500,3800,3700,4500,3800,3900,Cái,3500,1,3500,0,3500,0,3500,0,3500,0
0145-Cặp chống gù lưng Lovepea Hồng,Sản phẩm thường,Em bé,4965709420145,4965709420145,Có,3500,3800,3700,4500,3800,3900,Cái,3500,0,3500,0,3500,0,3500,0,3500,0
6229-NSM Propolinse Hello kitty cho bé,Sản phẩm thường,Em bé,4966680246229,4966680246229,Có,110000,120000,115000,180000,120000,125000,Chai (30),110000,0,110000,22,110000,0,110000,0,110000,0
0182-Bánh men bí đỏ trứng Iwamoto 7 tháng,Sản phẩm thường,Em bé,4970014150182,4970014150182,Có,38000,43000,42000,10000,43000,44000,gói(12),38000,0,38000,0,38000,0,38000,0,38000,0
6368-Bộ xếp hình thủy thủ 56M Ensky,Sản phẩm thường,Em bé,4970381456368,4970381456368,Có,90000,105000,100000,150000,105000,110000,Cái,90000,0,90000,0,90000,0,90000,0,90000,0
Bộ ăn dặm Hello Kitty,Sản phẩm thường,Em bé,4970825764523,4970825764523,Có,750000,800000,800000,890000,800000,800000,set,750000,0,750000,0,750000,0,750000,0,750000,0
9949-Sữa tươi Glico bổ sung canxi 200ml,Sản phẩm thường,Em bé,4971666409949,4971666409949,Có,22000,30000,30000,20000,30000,32000,Hộp (24),22000,0,22000,0,22000,0,22000,0,22000,0
"9956-Sữa tươi Glico ko đường, bổ sung chất sắt 200ml",Sản phẩm thường,Em bé,4971666409956,4971666409956,Có,24000,30000,30000,20000,30000,32000,Hộp(24),24000,0,24000,0,24000,0,24000,0,24000,0
0181-Sữa hạnh nhân Glico cà phê 200ml,Sản phẩm thường,Em bé,4971666410181,4971666410181,Có,27083,32000,32000,40000,32000,35000,Hộp(24),27083,0,27083,0,27083,0,27083,0,27083,0
0808- Sữa Glico tiệt trùng hạnh nhân 1L,Sản phẩm thường,Em bé,4971666410808,4971666410808,Có,120000,135000,130000,200000,135000,140000,Hộp(6),120000,4,120000,0,120000,4,120000,0,120000,0
8210-Sữa hạnh nhân Glico hương cacao 200ml,Sản phẩm thường,Em bé,4971666488210,4971666488210,Có,27083,32000,32000,40000,32000,35000,Hộp(24),27083,0,27083,0,27083,0,27083,0,27083,0
8234-Sữa tươi hạnh nhân 3 loại hạt Glico,Sản phẩm thường,Em bé,4971666488234,4971666488234,Có,25000,32000,32000,40000,32000,35000,Hộp(24),25000,0,25000,0,25000,0,25000,0,25000,0
8623-Sữa tươi hạnh nhân không đường Glico,Sản phẩm thường,Em bé,4971666488623,4971666488623,Có,25000,32000,32000,40000,32000,35000,Hộp(24),25000,0,25000,0,25000,0,25000,0,25000,0
"Bộ đồ chơi đất nặn bằng bột gạo ""Mô hình xe cảnh sát"" GINCHO",Sản phẩm thường,Em bé,4973107462223,4973107462223,Có,95550,105000,105000,147000,105000,110000,Cái,95550,1,95550,5,95550,0,95550,0,95550,0
7155-Sữa tắm tạo bọt Arau Baby 450ml ,Sản phẩm thường,Em bé,4973512257155,4973512257155,Có,115000,130000,125000,200000,130000,135000,Chai(12),115000,13,115000,18,115000,15,115000,0,115000,0
7162-Sữa tắm Arau Baby túi refill 400ml,Sản phẩm thường,Em bé,4973512257162,4973512257162,Có,120000,135000,130000,170000,135000,145000,Túi(20),120000,13,120000,8,120000,1,120000,0,120000,0
8022-Sữa tắm Arau dưỡng ẩm thảo mộc 450ml,Sản phẩm thường,Em bé,4973512258022,4973512258022,Có,120000,130000,130000,210000,130000,135000,Chai ,120000,0,120000,0,120000,0,120000,0,120000,0
8190-Nước rửa bình Baby Arau 500ml,Sản phẩm thường,Em bé,4973512258190,4973512258190,Có,110000,125000,120000,180000,125000,130000,Chai(12),110000,8,110000,8,110000,19,110000,0,110000,0
8206-Nước rửa bình sữa Arau dạng túi 450ml,Sản phẩm thường,Em bé,4973512258206,4973512258206,Có,95000,105000,100000,170000,105000,110000,Túi(20),95000,1,95000,0,95000,0,95000,0,95000,0
8275-Nước xả quần áo Arau 480ml,Sản phẩm thường,Em bé,4973512258275,4973512258275,Có,80000,90000,85000,120000,90000,95000,chai(15),80000,9,80000,10,80000,0,80000,0,80000,0
0108-Ca tập uống nước cho bé Richell màu xanh 150ml,Sản phẩm thường,Em bé,4973655220108,4973655220108,Có,165000,180000,175000,250000,180000,185000,Cái(20),165000,10,165000,10,165000,10,165000,0,165000,0
0115-Ca tập uống nước cho bé Richell màu hồng 150ml,Sản phẩm thường,Em bé,4973655220115,4973655220115,Có,165000,,,250000,,,Cái(20),165000,9,165000,10,165000,10,165000,0,165000,0
0122-Ca tập uống nước cho bé Richell 150ml,Sản phẩm thường,Em bé,4973655220122,4973655220122,Có,165000,180000,175000,250000,180000,185000,Cái(20),165000,5,165000,5,165000,4,165000,0,165000,0
8505-Cốc ủ cháo cho bé Richell 310ml ,Sản phẩm thường,Em bé,4973655418505,4973655418505,Có,155000,170000,165000,250000,170000,175000,Cái(18),155000,6,155000,17,155000,17,155000,0,155000,0
2209-Mì Somen Akachan vị cải bó xôi 5M 100g,Sản phẩm thường,Em bé,4974657122209,4974657122209,Có,53000,60000,58000,80000,60000,65000,Gói(10),53000,0,53000,12,53000,0,53000,0,53000,0
2407-Mì Somen Akachan vị bí ngô 5M 100g,Sản phẩm thường,Em bé,4974657122407,4974657122407,Có,50000,60000,58000,80000,60000,65000,Gói(10),50000,0,50000,14,50000,0,50000,0,50000,0
2902-Mì Somen Akachan vị cà rốt 5M 100g,Sản phẩm thường,Em bé,4974657122902,4974657122902,Có,50000,60000,58000,80000,60000,65000,Gói(10),50000,6,50000,17,50000,4,50000,0,50000,0
1408-Mì Udon Akachan vị cải bó xôi 7M 100g,Sản phẩm thường,Em bé,4974657380401,4974657380401,Có,50000,60000,58000,80000,60000,65000,Gói(10),50000,0,50000,0,50000,0,50000,0,50000,0
1408-Mì Udon Akachan vị bí ngô 7M 100g,Sản phẩm thường,Em bé,4974657380500,4974657380500,Có,53000,60000,58000,80000,60000,65000,Gói(10),53000,0,53000,3,53000,6,53000,0,53000,0
1309-Mì Udon Akachan vị cá & rong biển 7M 100g,Sản phẩm thường,Em bé,4974657381309,4974657381309,Có,50000,55000,53000,80000,55000,60000,Gói(10),50000,1,50000,12,50000,0,50000,0,50000,0
1408-Mì Udon Akachan vị cà rốt 7M 100g,Sản phẩm thường,Em bé,4974657381408,4974657381408,Có,50000,60000,58000,80000,60000,65000,Gói(10),50000,0,50000,10,50000,4,50000,0,50000,0
7536-Bột canxi cá tuyết vị chocolate,Sản phẩm thường,Em bé,4976652007536,4976652007536,Có,130000,140000,135000,190000,140000,145000,Gói,130000,0,130000,1,130000,3,130000,0,130000,0
9300-Đồ chơi búp bê đất sét tạo kiểu tóc Heart,Sản phẩm thường,Em bé,4977629249300,4977629249300,Có,70000,85000,80000,120000,85000,90000,Cái,70000,0,70000,0,70000,0,70000,0,70000,0
9553-Bộ đồ chơi Toilet Heart,Sản phẩm thường,Em bé,4977629249553,4977629249553,Có,70000,85000,80000,50000,85000,90000,Cái,70000,73,70000,2,70000,4,70000,0,70000,0
5301-KĐR bé Lion dâu 40g,Sản phẩm thường,Em bé,49795301,49795301,Có,26000,30000,28000,45000,30000,32000,tuýp(120),26000,107,26000,124,26000,96,26000,0,26000,0
5318-KĐR bé Lion dưa lưới 40g,Sản phẩm thường,Em bé,49795318,49795318,Có,26000,30000,28000,45000,30000,32000,tuýp(120),26000,157,26000,116,26000,143,26000,0,26000,0
1067v- Cọ rửa bình sữa ,Sản phẩm thường,Em bé,4979909903148,4979909903148,Có,28000,33000,32000,45000,33000,35000,Cái,28000,40,28000,15,28000,0,28000,0,28000,0
Núm ti Pigeon size S,Sản phẩm thường,Em bé,49804201,49804201,Có,55000,65000,65000,70000,65000,65000,cái,55000,0,55000,0,55000,0,55000,0,55000,0
Núm ti Pigeon size M,Sản phẩm thường,Em bé,49804218,49804218,Có,58000,90000,90000,70000,90000,95000,Cái,58000,0,58000,0,58000,0,58000,0,58000,0
Núm ti Pigeon size Y,Sản phẩm thường,Em bé,49804263,49804263,Có,56000,65000,65000,70000,65000,65000,cái,56000,0,56000,0,56000,0,56000,0,56000,0
Nước giặt quần áo trẻ em cao cấp Kose túi 800ml,Sản phẩm thường,Em bé,4983239396402,4983239396402,Có,106600,120000,115000,160000,120000,125000,Túi,106600,4,106600,0,106600,4,106600,0,106600,0
Cháo kewpie A7,Sản phẩm thường,Em bé,49840179,49840179,Có,32000,33000,33000,50000,33000,36000,hũ 24,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo kewpie A8,Sản phẩm thường,Em bé,49840209,49840209,Có,29000,33000,33000,50000,33000,36000,hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Cháo kewpie A9,Sản phẩm thường,Em bé,49840216,49840216,Có,29000,33000,33000,50000,33000,36000,hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Cháo kewpie A10,Sản phẩm thường,Em bé,49840261,49840261,Có,29000,33000,33000,50000,33000,36000,hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Cháo Kewpie A73,Sản phẩm thường,Em bé,49840377,49840377,Có,29000,33000,33000,50000,33000,36000,hũ (24),29000,0,29000,0,29000,0,29000,0,29000,0
Cháo kewpie A6,Sản phẩm thường,Em bé,49840452,49840452,Có,29000,33000,33000,50000,33000,35000,hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Cháo Kewpie A71,Sản phẩm thường,Em bé,49840599,49840599,Có,29000,33000,33000,50000,33000,36000,hũ (24),29000,0,29000,0,29000,0,29000,0,29000,0
"Cháo Kewpie rau cũ, bắp - A76",Sản phẩm thường,Em bé,49840643,49840643,Có,29000,33000,33000,50000,33000,35000,hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Cháo kewpie P73,Sản phẩm thường,Em bé,49840810,49840810,Có,27000,33000,33000,50000,33000,36000,hũ 24,27000,0,27000,0,27000,0,27000,0,27000,0
Soup Kewpie rau cũ - A75,Sản phẩm thường,Em bé,49840834,49840834,Có,27000,33000,33000,50000,33000,36000,hũ 24,27000,0,27000,0,27000,0,27000,0,27000,0
Soup Kewpie A70,Sản phẩm thường,Em bé,49840872,49840872,Có,29000,33000,33000,50000,33000,36000,hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Cháo Kewpie P72,Sản phẩm thường,Em bé,49840889,49840889,Có,29000,33000,33000,50000,33000,35000,hũ (24),29000,0,29000,0,29000,0,29000,0,29000,0
Cháo Kewpie A74,Sản phẩm thường,Em bé,49840896,49840896,Có,29000,33000,33000,50000,33000,36000,hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Cháo kewpie A11,Sản phẩm thường,Em bé,49841473,49841473,Có,29000,33000,33000,50000,33000,36000,Hũ (24),29000,0,29000,0,29000,0,29000,0,29000,0
Cháo kewpie A12,Sản phẩm thường,Em bé,49841909,49841909,Có,29000,33000,33000,50000,33000,36000,hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Cháo kewpie C -72,Sản phẩm thường,Em bé,49842296,49842296,Có,32000,34000,33500,45000,34000,35000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo kewpie A13,Sản phẩm thường,Em bé,49842708,49842708,Có,32000,33000,33000,50000,33000,36000,hũ 24,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo Kewpie A14,Sản phẩm thường,Em bé,49843088,49843088,Có,29000,33000,33000,50000,33000,36000,hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Cháo kewpie A5,Sản phẩm thường,Em bé,49843255,49843255,Có,29000,33000,33000,50000,33000,35000,hũ 24,29000,0,29000,0,29000,0,29000,0,29000,0
Cháo kewpie A15,Sản phẩm thường,Em bé,49843378,49843378,Có,32000,33000,33000,50000,33000,36000,Hũ 24,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo kewpie C-52,Sản phẩm thường,Em bé,49843385,49843385,Có,32000,34000,33500,45000,34000,35000,hũ,32000,0,32000,0,32000,0,32000,0,32000,0
Cháo Kewpie P71,Sản phẩm thường,Em bé,49844184,49844184,Có,29000,33000,33000,50000,33000,35000,hũ (24),29000,0,29000,0,29000,0,29000,0,29000,0
Bình sữa thủy tinh Bean Stalk 240ml,Sản phẩm thường,Em bé,4987035210115,4987035210115,Có,200000,210000,205000,350000,210000,215000,Chai,200000,1,200000,0,200000,0,200000,0,200000,0
0412-Bình sữa thủy tinh Bean Stalk 150ml,Sản phẩm thường,Em bé,4987035210412,4987035210412,Có,180000,195000,195000,300000,195000,200000,Chai,180000,0,180000,0,180000,0,180000,0,180000,0
1514-Bình sữa nhựa Bean Stalk 150ml,Sản phẩm thường,Em bé,4987035561514,4987035561514,Có,260000,285000,285000,330000,285000,290000,Chai,260000,0,260000,0,260000,0,260000,0,260000,0
1613-Bình sữa Bean Stalk nhựa 240ml,Sản phẩm thường,Em bé,4987035561613,4987035561613,Có,260000,285000,285000,350000,285000,290000,Chai,260000,1,260000,0,260000,0,260000,0,260000,0
1585-Xịt rôm sảy Kobayashi 40g,Sản phẩm thường,Em bé,4987072001585,4987072001585,Có,140000,155000,150000,220000,155000,160000,Chai(60),140000,16,140000,9,140000,8,140000,0,140000,0
Xịt họng trẻ em,Sản phẩm thường,Em bé,4987072011263,4987072011263,Có,140000,140000,140000,200000,140000,145000,chai,140000,0,140000,0,140000,0,140000,0,140000,0
3822-Xịt họng em bé vị dâu 15ml,Sản phẩm thường,Em bé,4987072023822,4987072023822,Có,160000,195000,190000,250000,195000,200000,chai,160000,6,160000,0,160000,5,160000,0,160000,0
Bôi ấm ngực,Sản phẩm thường,Em bé,4987072069097,4987072069097,Có,160000,170000,170000,200000,170000,170000,tuýp,160000,0,160000,0,160000,0,160000,0,160000,0
Xịt họng màu cam vị đào,Sản phẩm thường,Em bé,4987133012352,4987133012352,Có,135000,140000,140000,180000,140000,140000,chai,135000,0,135000,0,135000,0,135000,0,135000,0
2369-Xịt họng màu xanh vị nho Tampei ,Sản phẩm thường,Em bé,4987133012369,4987133012369,Có,103000,110000,110000,180000,110000,115000,Chai(60),103000,0,103000,0,103000,0,103000,0,103000,0
Kem chống nắng trẻ em,Sản phẩm thường,Em bé,4987133014660,4987133014660,Có,100000,120000,120000,150000,120000,120000,tuýp,100000,0,100000,0,100000,0,100000,0,100000,0
Xịt chống hăm cho bé,Sản phẩm thường,Em bé,4987133014929,4987133014929,Có,160000,165000,165000,200000,165000,165000,tuýp,160000,0,160000,0,160000,0,160000,0,160000,0
5094-Xịt chống sâu răng vị nho Tampei,Sản phẩm thường,Em bé,4987133015094,4987133015094,Có,105000,115000,110000,170000,115000,120000,Chai,105000,10,105000,4,105000,2,105000,0,105000,0
5100-Xịt chống sâu răng dâu cho bé Tampei,Sản phẩm thường,Em bé,4987133015100,4987133015100,Có,105000,115000,110000,170000,115000,120000,Chai,105000,11,105000,1,105000,7,105000,0,105000,0
Thuốc bôi chống nghẹt mũi Tampei,Sản phẩm thường,Em bé,4987133015117,4987133015117,Có,110000,120000,115000,150000,120000,125000,Tuýp(10x10),110000,9,110000,13,110000,10,110000,0,110000,0
5155-Xịt chống sâu răng cam Tampei ,Sản phẩm thường,Em bé,4987133015155,4987133015155,Có,105000,115000,110000,170000,115000,120000,Chai,105000,8,105000,4,105000,4,105000,0,105000,0
Bánh ăn dặm wakado tròn T13,Sản phẩm thường,Em bé,4987244107558,4987244107558,Có,43000,47000,47000,60000,47000,47000,hộp,43000,0,43000,0,43000,0,43000,0,43000,0
Bánh ăn dặm wakado 7 tháng T14,Sản phẩm thường,Em bé,4987244107565,4987244107565,Có,43000,47000,47000,60000,47000,47000,Hộp,43000,0,43000,0,43000,0,43000,0,43000,0
Bánh ăn dặm bí đỏ Wakado T16,Sản phẩm thường,Em bé,4987244107589,4987244107589,Có,43000,50000,50000,60000,50000,47000,Hộp,43000,0,43000,0,43000,0,43000,0,43000,0
Bánh ăn dặm Wakado 9 tháng T17,Sản phẩm thường,Em bé,4987244107596,4987244107596,Có,43000,47000,47000,60000,47000,47000,hộp,43000,0,43000,0,43000,0,43000,0,43000,0
Nước điện giải  wakado vị táo(KK3),Sản phẩm thường,Em bé,4987244134271,4987244134271,Có,55000,62000,60000,80000,62000,65000,Set(6),55000,4,55000,6,55000,0,55000,0,55000,0
4288-Nước ép wakodo lúa mạch,Sản phẩm thường,Em bé,4987244134288,4987244134288,Có,52000,62000,60000,80000,62000,65000,Hộp(6),52000,24,52000,6,52000,7,52000,0,52000,0
4301-Nước ép Wakado sữa chua kk4,Sản phẩm thường,Em bé,4987244134301,4987244134301,Có,47000,55000,54000,75000,55000,57000,Set(6),47000,0,47000,0,47000,0,47000,0,47000,0
0431-Nước ép wakado Đậu Lúa mạch,Sản phẩm thường,Em bé,4987244150431,4987244150431,Có,47000,55000,55000,75000,55000,57000,Hộp,47000,0,47000,0,47000,0,47000,0,47000,0
Nước ép wakodo hoa quả (KK8),Sản phẩm thường,Em bé,4987244150455,4987244150455,Có,52000,55000,54000,75000,55000,57000,set(6),52000,0,52000,0,52000,0,52000,0,52000,0
0479-Nước ép Wakodo trái cây (KK9),Sản phẩm thường,Em bé,4987244150479,4987244150479,Có,52000,55000,54000,75000,55000,57000,Hộp(6),52000,0,52000,0,52000,0,52000,0,52000,0
Trà xanh Wakado 5 tháng,Sản phẩm thường,Em bé,4987244152985,4987244152985,Có,50000,52000,52000,70000,52000,55000,hộp,50000,0,50000,0,50000,0,50000,0,50000,0
Bánh ăn dặm Wakado 9 tháng,Sản phẩm thường,Em bé,4987244153487,4987244153487,Có,55000,47000,47000,40000,47000,47000,Hộp,55000,0,55000,0,55000,0,55000,0,55000,0
Bánh ăn dặm Wakado 12 tháng,Sản phẩm thường,Em bé,4987244153494,4987244153494,Có,55000,47000,47000,40000,47000,47000,Hộp,55000,0,55000,0,55000,0,55000,0,55000,0
Bánh ăn dặm Wakado 9 tháng T22,Sản phẩm thường,Em bé,4987244155696,4987244155696,Có,43000,47000,47000,60000,47000,47000,Hộp,43000,0,43000,0,43000,0,43000,0,43000,0
Viên rau cải Wakoko 5 tháng,Sản phẩm thường,Em bé,4987244163431,4987244163431,Có,30000,33000,32000,45000,33000,35000,bịch,30000,0,30000,0,30000,0,30000,0,30000,0
Viên rau bắp Wakoko 5 tháng,Sản phẩm thường,Em bé,4987244163455,4987244163455,Có,30000,33000,32000,45000,33000,35000,bịch,30000,0,30000,0,30000,0,30000,0,30000,0
Bánh ăn dặn wakado cá bào rong biển T24,Sản phẩm thường,Em bé,4987244165466,4987244165466,Có,43000,47000,47000,60000,47000,47000,Hộp,43000,0,43000,0,43000,0,43000,0,43000,0
Bánh ăn dặm wakado 7 tháng,Sản phẩm thường,Em bé,4987244165473,4987244165473,Có,45000,47000,47000,60000,47000,47000,Hộp,45000,0,45000,0,45000,0,45000,0,45000,0
Bánh ăn dặm wakado chuối T26,Sản phẩm thường,Em bé,4987244165480,4987244165480,Có,43000,47000,47000,60000,47000,47000,hộp,43000,0,43000,0,43000,0,43000,0,43000,0
Viên rau gà Wakoko 7 tháng,Sản phẩm thường,Em bé,4987244170347,4987244170347,Có,30000,33000,32000,45000,33000,35000,Gói,30000,0,30000,0,30000,0,30000,0,30000,0
Bột hộp wakodo 5M gạo trắng ,Sản phẩm thường,Em bé,4987244170354,4987244170354,Có,51000,52000,52000,30000,52000,55000,Hộp(24),51000,0,51000,0,51000,0,51000,0,51000,0
Bột hộp wakodo 5M gạo rau củ,Sản phẩm thường,Em bé,4987244170361,4987244170361,Có,51000,52000,52000,30000,52000,55000,Hộp(24),51000,0,51000,0,51000,0,51000,0,51000,0
Bột Daisy Wakodo khoai tây rau củ 5M,Sản phẩm thường,Em bé,4987244170378,4987244170378,Có,51000,53000,52000,70000,53000,55000,Hộp(24),51000,0,51000,0,51000,0,51000,0,51000,0
Bột Daisy Soup Bắp Sữa Wakodo 5M,Sản phẩm thường,Em bé,4987244170385,4987244170385,Có,51000,53000,52000,70000,53000,55000,Hộp(24),51000,0,51000,0,51000,0,51000,0,51000,0
Bột daisy Wakodo 3 Vị Rau Củ Kem Bắp 5M,Sản phẩm thường,Em bé,4987244170392,4987244170392,Có,51000,52000,52000,70000,52000,55000,Hộp(24),51000,0,51000,0,51000,0,51000,0,51000,0
Bột hộp Wakodo 5M Dasy cá ngừ cải bẹ,Sản phẩm thường,Em bé,4987244170408,4987244170408,Có,51000,53000,52000,70000,53000,55000,Hộp(24),51000,0,51000,0,51000,0,51000,0,51000,0
Bột Daisy Wakodo gà rau củ 5M,Sản phẩm thường,Em bé,4987244170415,4987244170415,Có,51000,53000,52000,70000,53000,55000,Hộp(24),51000,0,51000,0,51000,0,51000,0,51000,0
Bột Ăn Dặm Wakodo Vị Gà Và Phô Mai 5 tháng,Sản phẩm thường,Em bé,4987244170422,4987244170422,Có,48000,53000,51000,70000,53000,55000,Hộp(24),48000,23,48000,25,48000,29,48000,0,48000,0
"Bột Daisy Wakodo vị gà, cá, phomai 5M",Sản phẩm thường,Em bé,4987244170439,4987244170439,Có,51000,53000,52000,30000,53000,55000,Hộp(24),51000,0,51000,0,51000,0,51000,0,51000,0
Bột wakodo vị khoai tây & rau bina 5M,Sản phẩm thường,Em bé,4987244170446,4987244170446,Có,48000,53000,51000,70000,53000,55000,Hộp (24),48000,2,48000,22,48000,1,48000,0,48000,0
Bột gạo wakodo cá tuyết + rau 5M,Sản phẩm thường,Em bé,4987244170453,4987244170453,Có,48000,53000,51000,70000,53000,55000,Hộp(24),48000,2,48000,46,48000,0,48000,0,48000,0
Bột wakodo khoai lang bí đỏ cho bé 5 tháng,Sản phẩm thường,Em bé,4987244170460,4987244170460,Có,48000,53000,51000,70000,53000,55000,Hộp(24),48000,5,48000,4,48000,10,48000,0,48000,0
