Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
5149-Bánh quy Cookies 48M,Sản phẩm thường,Bánh kẹo,4901050115149,4901050115149,Có,100000,95000,90000,100000,95000,95000,Hộp(10),100000,1,100000,0,100000,0,100000,0,100000,0
8959-Bánh quy vị dưa lưới Languly,Sản phẩm thường,Bánh kẹo,4901050118959,4901050118959,Có,48000,53000,53000,80000,53000,57000,Hộp(36),48000,0,48000,0,48000,0,48000,0,48000,0
9390-Bánh quy Mr Ito 18M,Sản phẩm thường,Bánh kẹo,4901050119390,4901050119390,Có,22000,28000,27000,40000,28000,30000,Hộp(48),22000,0,22000,0,22000,0,22000,0,22000,0
3004-Kẹo vàng Ogontoh 65g,Sản phẩm thường,Bánh kẹo,4901072003004,4901072003004,Có,30000,33000,33000,30000,33000,37000,gói(15),30000,0,30000,0,30000,0,30000,0,30000,0
2881-Bánh gạo phô mai Echigo Seika 76g,Sản phẩm thường,Bánh kẹo,4901075012881,4901075012881,Có,42000,48000,47000,70000,48000,50000,Gói(12),42000,2,42000,1,42000,1,42000,0,42000,0
Ngũ cốc Kelloggs 215g doremon,Sản phẩm thường,Bánh kẹo,4901113015010,4901113015010,Có,67000,75000,75000,100000,75000,75000,hộp,67000,0,67000,0,67000,0,67000,0,67000,0
Ngũ cốc ăn sáng Kellogg's vị bắp 240g,Sản phẩm thường,Bánh kẹo,4901113101539,4901113101539,Có,85000,100000,100000,130000,100000,95000,Gói (6),85000,0,85000,0,85000,0,85000,0,85000,0
Ngũ cốc Calbee 350g,Sản phẩm thường,Bánh kẹo,4901113113082,4901113113082,Có,110000,125000,125000,160000,125000,125000,gói,110000,0,110000,0,110000,0,110000,0,110000,0
Ngũ cốc ăn sáng  Kellogg's vị lúa mạch 220g,Sản phẩm thường,Bánh kẹo,4901113507539,4901113507539,Có,85000,100000,100000,130000,100000,80000,Gói(6),85000,0,85000,0,85000,0,85000,0,85000,0
Ngũ cốc ăn sáng Kellogg's vị chocolate 150g,Sản phẩm thường,Bánh kẹo,4901113564808,4901113564808,Có,67000,85000,85000,110000,85000,80000,Bịch(6),67000,0,67000,0,67000,0,67000,0,67000,0
Bánh viên bi xốp trứng Marusan,Sản phẩm thường,Bánh kẹo,4901147305606,4901147305606,Có,25000,30000,30000,38000,30000,32000,Gói (10),25000,0,25000,0,25000,0,25000,0,25000,0
2121-Kẹo mềm trà xanh Amehama 90g,Sản phẩm thường,Bánh kẹo,4901243122121,4901243122121,Có,38000,43000,43000,65000,43000,45000,Gói(12),38000,0,38000,0,38000,0,38000,0,38000,0
Bánh gạo trái cây rau củ,Sản phẩm thường,Bánh kẹo,4901313067130,4901313067130,Có,35000,40000,40000,40000,40000,40000,Thùng (12),35000,0,35000,0,35000,0,35000,0,35000,0
Bánh gạo Kameda ,Sản phẩm thường,Bánh kẹo,4901313067468,4901313067468,Có,33000,45000,45000,50000,45000,40000,Thùng (12),33000,0,33000,0,33000,0,33000,0,33000,0
Bánh gạo 18 miếng,Sản phẩm thường,Bánh kẹo,4901313072721,4901313072721,Có,40000,45000,45000,60000,45000,50000,Gói (12),40000,0,40000,0,40000,0,40000,0,40000,0
Bánh quy Omochidama 152g ,Sản phẩm thường,Bánh kẹo,4901313182543,4901313182543,Có,138000,160000,160000,100000,160000,170000,Hộp(4),138000,0,138000,0,138000,0,138000,0,138000,0
2047-Hạt Kadame Crisps 200g,Sản phẩm thường,Bánh kẹo,4901313192047,4901313192047,Có,50000,55000,55000,80000,55000,60000,gói(12),50000,0,50000,0,50000,0,50000,0,50000,0
2054-Hạt Kadame Crisps vị mận 182g,Sản phẩm thường,Bánh kẹo,4901313192054,4901313192054,Có,50000,55000,55000,60000,55000,60000,gói(12),50000,0,50000,0,50000,0,50000,0,50000,0
2061-Hạt Kadame Crisps vị wasabi 182g,Sản phẩm thường,Bánh kẹo,4901313192061,4901313192061,Có,50000,55000,55000,80000,55000,60000,gói(12),50000,0,50000,0,50000,0,50000,0,50000,0
6694-Bánh gạo cuộn rong biển Kameda,Sản phẩm thường,Bánh kẹo,4901313196694,4901313196694,Có,28000,33000,32000,45000,33000,35000,Gói(12),28000,0,28000,0,28000,0,28000,0,28000,0
1240-Bánh gạo chiên Kameda Seika 19 gói,Sản phẩm thường,Bánh kẹo,4901313931240,4901313931240,Có,47000,52000,52000,80000,52000,55000,Gói(12),47000,0,47000,0,47000,0,47000,0,47000,0
1271-Bánh gạo bà già ,Sản phẩm thường,Bánh kẹo,4901313931271,4901313931271,Có,42000,48000,45000,60000,48000,50000,Gói(12),42000,0,42000,0,42000,0,42000,0,42000,0
2594-Rau câu Kinjo hương trái cây,Sản phẩm thường,Bánh kẹo,4901324012594,4901324012594,Có,25000,30000,30000,45000,30000,35000,Gói(20),25000,0,25000,0,25000,0,25000,0,25000,0
2648-Rau Câu Bánh Flan Kinjo 3 vị,Sản phẩm thường,Bánh kẹo,4901324012648,4901324012648,Có,65000,70000,70000,110000,70000,80000,Gói (9),65000,0,65000,0,65000,0,65000,0,65000,0
3621-Rau câu Kinjo hương đào,Sản phẩm thường,Bánh kẹo,4901324013621,4901324013621,Có,25000,30000,30000,45000,30000,35000,Gói(20),25000,0,25000,0,25000,0,25000,0,25000,0
3638-Rau câu Kinjo hương táo,Sản phẩm thường,Bánh kẹo,4901324013638,4901324013638,Có,25000,30000,30000,45000,30000,35000,Gói(20),25000,0,25000,0,25000,0,25000,0,25000,0
4567-Bánh Hokkaido Madeleine 5 miếng,Sản phẩm thường,Bánh kẹo,4901324014567,4901324014567,Có,125000,135000,135000,170000,135000,140000,hộp (8),125000,0,125000,0,125000,0,125000,0,125000,0
Bánh hộp Kinjo 11 miếng,Sản phẩm thường,Bánh kẹo,4901324030178,4901324030178,Có,290000,310000,310000,400000,310000,315000,hộp (5),290000,0,290000,0,290000,0,290000,0,290000,0
0413-Bánh bông lan Jinshi 12 bánh,Sản phẩm thường,Bánh kẹo,4901324030413,4901324030413,Có,280000,295000,295000,350000,295000,300000,Hộp(6),280000,0,280000,0,280000,0,280000,0,280000,0
Bánh bông lan Sweet Selection 8 cái,Sản phẩm thường,Bánh kẹo,4901324031243,4901324031243,Có,290000,310000,310000,450000,310000,320000,hộp (5),290000,0,290000,0,290000,0,290000,0,290000,0
Bánh hộp Kinjo Sweet Selection 14 miếng,Sản phẩm thường,Bánh kẹo,4901324031564,4901324031564,Có,390000,410000,410000,550000,410000,415000,hộp (4),390000,0,390000,0,390000,0,390000,0,390000,0
1340-Kẹo mận cam mật ong trà xanh Kasugai,Sản phẩm thường,Bánh kẹo,4901326031340,4901326031340,Có,37000,42000,40000,60000,42000,43000,Gói(12),37000,0,37000,0,37000,0,37000,0,37000,0
1425-Kẹo trái cây Kasugai ,Sản phẩm thường,Bánh kẹo,4901326031425,4901326031425,Có,37000,42000,40000,60000,42000,43000,Gói(12),37000,0,37000,0,37000,0,37000,0,37000,0
2378-Kẹo trái cây Kasugai cam 100g,Sản phẩm thường,Bánh kẹo,4901326032378,4901326032378,Có,38000,42000,40000,60000,42000,45000,gói(12),38000,0,38000,0,38000,0,38000,0,38000,0
Kẹo sữa bò Kasugai,Sản phẩm thường,Bánh kẹo,4901326032613,4901326032613,Có,250000,265000,265000,350000,265000,270000,Gói (10),250000,0,250000,0,250000,0,250000,0,250000,0
Kẹo trà xanh sữa Hokkaido,Sản phẩm thường,Bánh kẹo,4901326034754,4901326034754,Có,26000,45000,45000,40000,45000,45000,gói,26000,0,26000,0,26000,0,26000,0,26000,0
5003-Kẹo mơ đường đen Kasugai 150g,Sản phẩm thường,Bánh kẹo,4901326035003,4901326035003,Có,37000,42000,40000,60000,42000,43000,Gói(12),37000,0,37000,0,37000,0,37000,0,37000,0
5010-Kẹo sữa thảo mộc Kasugai 125g,Sản phẩm thường,Bánh kẹo,4901326035010,4901326035010,Có,37000,42000,40000,60000,42000,43000,Gói(12),37000,0,37000,0,37000,0,37000,0,37000,0
5027-Kẹo Cà phê Kasugai 100g,Sản phẩm thường,Bánh kẹo,4901326035027,4901326035027,Có,37000,42000,40000,60000,42000,43000,Gói(12),37000,0,37000,0,37000,0,37000,0,37000,0
5041-Kẹo mơ đậu phộng Kasugai 150g,Sản phẩm thường,Bánh kẹo,4901326035041,4901326035041,Có,37000,42000,40000,60000,42000,43000,Gói(12),37000,0,37000,0,37000,0,37000,0,37000,0
5058-Kẹo quế Kasugai 165g,Sản phẩm thường,Bánh kẹo,4901326035058,4901326035058,Có,37000,42000,40000,60000,42000,43000,Gói(12),37000,0,37000,0,37000,0,37000,0,37000,0
5065-Kẹo bạc hà Kasugai 165g,Sản phẩm thường,Bánh kẹo,4901326035065,4901326035065,Có,37000,42000,40000,60000,42000,43000,Gói(12),37000,0,37000,0,37000,0,37000,0,37000,0
5072-Kẹo sữa bò Kasugai 125g,Sản phẩm thường,Bánh kẹo,4901326035072,4901326035072,Có,37000,42000,40000,60000,42000,43000,Gói(12),37000,0,37000,0,37000,0,37000,0,37000,0
5201-Kẹo mơ muối Kasugai 160g,Sản phẩm thường,Bánh kẹo,4901326035201,4901326035201,Có,37000,42000,40000,60000,42000,43000,Gói(12),37000,0,37000,0,37000,0,37000,0,37000,0
5256-Kẹo chanh coca soda Kasugai 110g,Sản phẩm thường,Bánh kẹo,4901326035256,4901326035256,Có,36000,38000,37000,60000,38000,39000,Gói(12),36000,0,36000,0,36000,0,36000,0,36000,0
5331-Kẹo sữa dâu Kasugai 90g,Sản phẩm thường,Bánh kẹo,4901326035331,4901326035331,Có,37000,42000,41000,60000,42000,43000,Gói(6),37000,0,37000,0,37000,0,37000,0,37000,0
5416-Kẹo sữa trà xanh Hokkaido 86g,Sản phẩm thường,Bánh kẹo,4901326035416,4901326035416,Có,30000,34000,33000,50000,34000,35000,Gói(12),30000,0,30000,0,30000,0,30000,0,30000,0
Kẹo gum dưa tây,Sản phẩm thường,Bánh kẹo,4901326040045,4901326040045,Có,35000,45000,45000,50000,45000,45000,gói,35000,0,35000,0,35000,0,35000,0,35000,0
"Kẹo dẻo táo,nho Kasugai ",Sản phẩm thường,Bánh kẹo,4901326040076,4901326040076,Có,44000,47000,47000,60000,47000,47000,Gói(12),44000,0,44000,0,44000,0,44000,0,44000,0
0151-Kẹo trái cây Kasugai 85g,Sản phẩm thường,Bánh kẹo,4901326040151,4901326040151,Có,20000,,,40000,,,Gói,20000,0,20000,0,20000,0,20000,0,20000,0
1295-Kẹo soda Kasugai 85g,Sản phẩm thường,Bánh kẹo,4901326041295,4901326041295,Có,20000,,,40000,,,Gói,20000,0,20000,0,20000,0,20000,0,20000,0
4352-Khoai tây Calbee vị phô mai 58g,Sản phẩm thường,Bánh kẹo,4901330574352,4901330574352,Có,24000,33000,33000,20000,33000,35000,Hộp(12),24000,0,24000,0,24000,0,24000,0,24000,0
2259-Khoai tây Calbee bơ 38g,Sản phẩm thường,Bánh kẹo,4901330642259,4901330642259,Có,24000,28000,27000,20000,28000,29000,Hộp(12),24000,0,24000,0,24000,0,24000,0,24000,0
0672-Ngũ cốc Calbee đỏ 800g,Sản phẩm thường,Bánh kẹo,4901330740672,4901330740672,Có,150000,180000,175000,220000,180000,185000,Gói (6),150000,50,150000,16,150000,2,150000,0,150000,0
Ngũ cốc calbee tím 700g,Sản phẩm thường,Bánh kẹo,4901330741686,4901330741686,Có,160000,165000,165000,210000,165000,165000,Gói,160000,0,160000,0,160000,0,160000,0,160000,0
Ngũ cốc Calbee vàng Khoai lang óc chó 700g ,Sản phẩm thường,Bánh kẹo,4901330741846,4901330741846,Có,160000,165000,165000,210000,165000,165000,Bịch(6),160000,0,160000,0,160000,0,160000,0,160000,0
Ngũ cốc calbee đỏ 600g,Sản phẩm thường,Bánh kẹo,4901330741938,4901330741938,Có,100000,125000,125000,130000,125000,110000,Bịch,100000,0,100000,0,100000,0,100000,0,100000,0
Ngũ cốc Calbee nâu socola chuối 700g,Sản phẩm thường,Bánh kẹo,4901330742072,4901330742072,Có,160000,165000,165000,180000,165000,165000,Gói (6),160000,0,160000,0,160000,0,160000,0,160000,0
Ngũ cốc Calbee xanh Xoài Dừa 700g,Sản phẩm thường,Bánh kẹo,4901330742430,4901330742430,Có,160000,165000,165000,210000,165000,165000,Gói(6),160000,0,160000,0,160000,0,160000,0,160000,0
Ngũ cốc Calbee vàng Cam Mật Ong 700g ,Sản phẩm thường,Bánh kẹo,4901330742447,4901330742447,Có,160000,165000,165000,210000,165000,165000,Bịch (6),160000,0,160000,0,160000,0,160000,0,160000,0
2515-Ngũ cốc Calbee cam óc chó táo,Sản phẩm thường,Bánh kẹo,4901330742515,4901330742515,Có,150000,160000,155000,210000,160000,165000,Gói(6),150000,0,150000,0,150000,0,150000,0,150000,0
2607-Ngũ cốc Calbee cam lúa mì 700g,Sản phẩm thường,Bánh kẹo,4901330742607,4901330742607,Có,160000,168000,165000,210000,168000,170000,gói(6),160000,9,160000,13,160000,3,160000,0,160000,0
Ngũ cốc Calbee Hồng Dâu Việt Quất Óc Chó 700g,Sản phẩm thường,Bánh kẹo,4901330742805,4901330742805,Có,147000,165000,165000,210000,165000,165000,Gói(6),147000,0,147000,0,147000,0,147000,0,147000,0
"Ngũ cốc Calbee vàng đậu đen,táo tàu,khoai lang 700g",Sản phẩm thường,Bánh kẹo,4901330742850,4901330742850,Có,150000,165000,165000,210000,165000,165000,Gói(6),150000,0,150000,0,150000,0,150000,0,150000,0
"Ngũ cốc Calbee trắng dâu,nho,bí đỏ 600g",Sản phẩm thường,Bánh kẹo,4901330742874,4901330742874,Có,155000,168000,165000,210000,168000,170000,Gói(6),155000,1,155000,0,155000,0,155000,0,155000,0
Ngũ cốc Calbee trắng dâu óc chó 600g (ít đường),Sản phẩm thường,Bánh kẹo,4901330742959,4901330742959,Có,160000,165000,165000,210000,165000,165000,Gói (6),160000,0,160000,0,160000,1,160000,0,160000,0
Ngũ cốc Calbee Táo & Mật Ong 700g,Sản phẩm thường,Bánh kẹo,4901330743277,4901330743277,Có,155000,165000,163000,210000,165000,170000,Gói(6),155000,0,155000,0,155000,0,155000,0,155000,0
(KG)Ngũ cốc Calbee chuối & chocolate 700g,Sản phẩm thường,Bánh kẹo,4901330743307,4901330743307,Có,155000,168000,165000,210000,168000,170000,Gói(6),155000,3,155000,0,155000,2,155000,0,155000,0
Ngũ cốc dâu Strauberry 450g,Sản phẩm thường,Bánh kẹo,4901330743505,4901330743505,Có,125000,140000,130000,180000,140000,145000,Gói (8),125000,0,125000,0,125000,0,125000,0,125000,0
"4069-Ngũ cốc Calbee xanh lá xoài, thơm 450g",Sản phẩm thường,Bánh kẹo,4901330744069,4901330744069,Có,130000,140000,135000,200000,140000,145000,Gói(8),130000,1,130000,0,130000,0,130000,0,130000,0
4267-Ngũ cốc Calbee xanh mạ thơm 600g,Sản phẩm thường,Bánh kẹo,4901330744267,4901330744267,Có,155000,168000,165000,210000,168000,170000,gói(6),155000,0,155000,0,155000,0,155000,0,155000,0
5596-Bánh gạo phô mai chú hề Apaman,Sản phẩm thường,Bánh kẹo,4901336125596,4901336125596,Có,27000,40000,40000,45000,40000,42000,Gói(12),27000,0,27000,0,27000,0,27000,0,27000,0
8501-Bánh gạo hạnh nhân Befco,Sản phẩm thường,Bánh kẹo,4901336158501,4901336158501,Có,42000,47000,47000,75000,47000,50000,Gói(12),42000,0,42000,0,42000,0,42000,0,42000,0
Bánh gạo Apaman cá cơm,Sản phẩm thường,Bánh kẹo,4901336199610,4901336199610,Có,30000,40000,40000,50000,40000,40000,Thùng (12),30000,0,30000,0,30000,0,30000,0,30000,0
5755- Bánh gạo tảo bẹ Befco,Sản phẩm thường,Bánh kẹo,4901336205755,4901336205755,Có,42000,50000,50000,65000,50000,55000,gói (12),42000,0,42000,0,42000,0,42000,0,42000,0
5839- Snack bánh gạo hạt hạnh nhân Befco 84g,Sản phẩm thường,Bánh kẹo,4901336215839,4901336215839,Có,40000,48000,48000,70000,48000,52000,Hộp(12),40000,0,40000,0,40000,0,40000,0,40000,0
Bánh gạo Befco Apacman,Sản phẩm thường,Bánh kẹo,4901336521442,4901336521442,Có,35000,25000,25000,15000,25000,25000,gói,35000,0,35000,0,35000,0,35000,0,35000,0
"Bánh gạo Befco trứng cá tuyết, xốt mayone",Sản phẩm thường,Bánh kẹo,4901336521862,4901336521862,Có,42000,50000,47000,70000,50000,53000,Gói(12),42000,0,42000,0,42000,0,42000,0,42000,0
1294-Kẹo chanh mật ong Kanro 90g,Sản phẩm thường,Bánh kẹo,4901351011294,4901351011294,Có,38000,42000,41000,60000,42000,43000,Gói(6),38000,3,38000,0,38000,0,38000,0,38000,0
4752-Kẹo cà phê không đường Kanro 72g,Sản phẩm thường,Bánh kẹo,4901351014752,4901351014752,Có,40000,44000,43000,60000,44000,45000,Gói(6),40000,0,40000,0,40000,0,40000,0,40000,0
Kẹo trà xanh Kanro ,Sản phẩm thường,Bánh kẹo,4901351014776,4901351014776,Có,35000,40000,40000,50000,40000,42000,Gói (8x6),35000,0,35000,0,35000,0,35000,0,35000,0
4882-Kẹo trà xanh Kanro ,Sản phẩm thường,Bánh kẹo,4901351014882,4901351014882,Có,42000,48000,47000,55000,48000,50000,Gói (6x8),42000,53,42000,6,42000,15,42000,0,42000,0
Kẹo bút chì màu vị trái cây KANRO 80G,Sản phẩm thường,Bánh kẹo,4901351018491,4901351018491,Có,35000,40000,40000,55000,40000,42000,Gói (6x8),35000,0,35000,0,35000,0,35000,0,35000,0
8712-Kẹo bút chì Kanro 80g,Sản phẩm thường,Bánh kẹo,4901351018712,4901351018712,Có,38000,45000,43000,60000,45000,47000,gói (6x8),38000,0,38000,0,38000,0,38000,0,38000,0
5823-Kẹo dẻo Gummit Pure,Sản phẩm thường,Bánh kẹo,4901351055823,4901351055823,Có,40000,45000,45000,60000,45000,47000,gói (12),40000,0,40000,0,40000,0,40000,0,40000,0
Kẹo dẻo chanh Pure ,Sản phẩm thường,Bánh kẹo,4901351058626,4901351058626,Có,25000,28000,28000,35000,28000,30000,Gói (6x12),25000,0,25000,0,25000,0,25000,0,25000,0
Kẹo dẻo nho Pure,Sản phẩm thường,Bánh kẹo,4901351058633,4901351058633,Có,25000,28000,28000,35000,28000,30000,Gói (6x12),25000,0,25000,0,25000,0,25000,0,25000,0
Kẹo dẻo mơ Pure ,Sản phẩm thường,Bánh kẹo,4901351058640,4901351058640,Có,25000,28000,28000,35000,28000,26000,Gói (6x12),25000,0,25000,0,25000,0,25000,0,25000,0
8580- Bánh gạo mè rong biển 220g,Sản phẩm thường,Bánh kẹo,4901355008580,4901355008580,Có,62000,72000,72000,100000,72000,77000,Gói (12),62000,0,62000,0,62000,0,62000,0,62000,0
1457-Bánh quy nhân kem nho Bourbon,Sản phẩm thường,Bánh kẹo,4901360201457,4901360201457,Có,30000,35000,35000,50000,35000,37000,gói,30000,0,30000,0,30000,0,30000,0,30000,0
Chocola Bourbon ALFORT xanh dương,Sản phẩm thường,Bánh kẹo,4901360245567,4901360245567,Có,25000,35000,35000,45000,35000,35000,hộp,25000,0,25000,0,25000,0,25000,0,25000,0
Bánh quy Bourbon crackers,Sản phẩm thường,Bánh kẹo,4901360263790,4901360263790,Có,40000,45000,45000,60000,45000,45000,hộp,40000,0,40000,0,40000,0,40000,0,40000,0
2716-Bánh Quy Nhân Kem Phô Mai Bourbon 45g,Sản phẩm thường,Bánh kẹo,4901360272716,4901360272716,Có,18000,21000,21000,30000,21000,25000,gói(10x8),18000,0,18000,0,18000,0,18000,0,18000,0
Bánh Choco Chips,Sản phẩm thường,Bánh kẹo,4901360272938,4901360272938,Có,60000,40000,40000,40000,40000,40000,hộp,60000,0,60000,0,60000,0,60000,0,60000,0
Bánh Bourbon Butter Cookies ,Sản phẩm thường,Bánh kẹo,4901360272945,4901360272945,Có,50000,55000,52000,30000,55000,60000,Gói (12X4),50000,0,50000,0,50000,0,50000,0,50000,0
2969-Bánh quy nhân Choco&Coffee Bourbon ,Sản phẩm thường,Bánh kẹo,4901360272969,4901360272969,Có,30000,37000,37000,45000,37000,35000,Hộp,30000,0,30000,0,30000,0,30000,0,30000,0
Bánh Bourbon Elise chocola,Sản phẩm thường,Bánh kẹo,4901360273010,4901360273010,Có,45000,50000,50000,60000,50000,50000,hộp (20),45000,0,45000,0,45000,0,45000,0,45000,0
3126-Kẹo trái cây Bourbon Cubyrop,Sản phẩm thường,Bánh kẹo,4901360273126,4901360273126,Có,35000,38000,38000,55000,38000,42000,gói,35000,0,35000,0,35000,0,35000,0,35000,0
5281-Bánh gạo nhân phô mai Bourbon ,Sản phẩm thường,Bánh kẹo,4901360275281,4901360275281,Có,56000,65000,62000,90000,65000,67000,Gói(6),56000,0,56000,0,56000,0,56000,0,56000,0
5304 Bánh snack Bouborn ,Sản phẩm thường,Bánh kẹo,4901360275304,4901360275304,Có,23000,26000,26000,20000,26000,28000,Gói ( 10x6),23000,0,23000,0,23000,0,23000,0,23000,0
Bánh hộp Bourbon xanh,Sản phẩm thường,Bánh kẹo,4901360277650,4901360277650,Có,300000,340000,340000,410000,340000,340000,Hộp (4),300000,0,300000,0,300000,0,300000,0,300000,0
Bánh quy nhân kem Bourbon,Sản phẩm thường,Bánh kẹo,4901360281879,4901360281879,Có,70000,80000,80000,100000,80000,80000,gói (12),70000,0,70000,0,70000,0,70000,0,70000,0
5723-Bánh gạo vị chocolate Bourbon 57g,Sản phẩm thường,Bánh kẹo,4901360285723,4901360285723,Có,22000,25500,25000,5000,25500,26000,Cái(80),22000,0,22000,5,22000,0,22000,0,22000,0
5761-Bánh quy nhân chocolate trắng Bourbon 47g,Sản phẩm thường,Bánh kẹo,4901360285761,4901360285761,Có,22000,25500,25000,5000,25500,26000,gói(10x8),22000,0,22000,0,22000,2,22000,0,22000,0
